1.000000	11748.258030
2.000000	11451.104460
3.000000	11484.291730
4.000000	11342.432840
5.000000	11240.645170
6.000000	11401.012480
7.000000	11222.482300
8.000000	11359.086540
9.000000	11231.766660
10.000000	11199.077920
11.000000	11286.350830
12.000000	11135.902030
13.000000	11194.446310
14.000000	11082.433810
15.000000	11266.114570
16.000000	11323.159010
17.000000	11203.207870
18.000000	11457.226970
19.000000	11158.961850
20.000000	11163.252310
21.000000	11057.487250
22.000000	11274.914880
23.000000	11237.020240
24.000000	11267.409190
25.000000	11228.173170
26.000000	11410.175390
27.000000	11406.823910
28.000000	11459.362320
29.000000	11582.062800
30.000000	11712.281380
31.000000	12232.570820
32.000000	11942.161720
33.000000	11890.398050
34.000000	12373.642300
35.000000	12399.865390
36.000000	12542.304430
37.000000	12920.259770
38.000000	12867.109260
39.000000	12890.194860
40.000000	13139.726980
41.000000	13289.455450
42.000000	13300.695140
43.000000	13076.897090
44.000000	13158.092380
45.000000	13311.169750
46.000000	13142.534260
47.000000	13174.989720
48.000000	13167.751820
49.000000	13152.709090
50.000000	13215.203620
51.000000	13118.590940
52.000000	13175.364710
53.000000	13063.000760
54.000000	12914.633740
55.000000	12752.071760
56.000000	12627.999160
57.000000	12405.407250
58.000000	12653.684130
59.000000	12354.716800
60.000000	12122.562270
61.000000	12172.572160
62.000000	11992.782940
63.000000	11722.070090
64.000000	11823.518170
65.000000	11748.258030
66.000000	11451.104460
67.000000	11484.291730
68.000000	11342.432840
69.000000	11240.645170
70.000000	11401.012480
71.000000	11222.482300
72.000000	11359.086540
73.000000	11231.766660
74.000000	11199.077920
75.000000	11286.350830
76.000000	11135.902030
77.000000	11194.446310
78.000000	11082.433810
79.000000	11266.114570
80.000000	11323.159010
81.000000	11203.207870
82.000000	11457.226970
83.000000	11158.961850
84.000000	11163.252310
85.000000	11057.487250
86.000000	11274.914880
87.000000	11237.020240
88.000000	11267.409190
89.000000	11228.173170
90.000000	11410.175390
91.000000	11406.823910
92.000000	11459.362320
93.000000	11582.062800
94.000000	11712.281380
95.000000	12232.570820
96.000000	11942.161720
97.000000	11890.398050
98.000000	12373.642300
99.000000	12399.865390
100.000000	12542.304430
101.000000	12920.259770
102.000000	12867.109260
103.000000	12890.194860
104.000000	13139.726980
105.000000	13289.455450
106.000000	13300.695140
107.000000	13076.897090
108.000000	13158.092380
109.000000	13311.169750
110.000000	13142.534260
111.000000	13174.989720
112.000000	13167.751820
113.000000	13152.709090
114.000000	13215.203620
115.000000	13118.590940
116.000000	13175.364710
117.000000	13063.000760
118.000000	12914.633740
119.000000	12752.071760
120.000000	12627.999160
121.000000	12405.407250
122.000000	12653.684130
123.000000	12354.716800
124.000000	12122.562270
125.000000	12172.572160
126.000000	11992.782940
127.000000	11722.070090
128.000000	11823.518170
